"Age","Needle_0to1yr(X3)","Needle_1to2yr(X4)","Needle_2plus_yr(X5)","Live_branch(X6)","Dead_branch(X7)","Stem_wood(X8)","Coarse_root(X9)","Needle_litter(X10)","Branch_litter(X11)","Stem_litter(X12)","Coarse_root_litter(X13)","Live_fine_root(X14)","Fine_root_litter(X15)","Stem_bark(X16)","SPHA","BA","HT","GCL","Vol","dens","CTREES","CSHRUB","CSTAND","CFAS","CSTEM","C_branch_live","C_branch_dead","CROOTL","CROOTD","C_needle_litter","C_branch_litter","C_stem_litter","cfrac_bark","AGL","BGL","DWL","FL","Total","Plot"
24,1.34762385014359,0.66525361920743,0.163550586801306,20.2636740370712,2.86122369315381,75.0740441619263,19.7255484798512,5.36083659552361,0,0,0,1.98721096613328,5.47636250296,7.77786670044375,1000,23.7862910998827,21.2536145159162,13.9853151164911,172.384285354889,0.438758252696388,70.3515975966077,3.9768,74.3283975966077,1.08821402807616,41.425955431185,10.1318370185356,1.4306118465769,10.8563797229922,2.73818125148,2.68041829776181,0,0,0.550806542456236,54.5139810276826,10.9441843182299,0,2.75547001009914,68.2136353560116,"HighUC"
25,1.35959685821559,0.673811925071794,0.166313404801857,20.9840976771653,3.83339799840967,82.2285263264591,21.5405154945222,5.52277266903451,0,0,0,2.01073603537531,5.60947045062073,8.53458305879759,1000,25.222849938259,21.7929331879172,14.1441852497742,187.029581873708,0.441213062072172,76.2319109492368,4.2225,80.4544109492368,1.09986109404462,45.3815546926283,10.4920488385827,1.91669899920484,11.7756257649487,2.80473522531036,2.76138633451726,0,0,0.550853787933761,59.364241029145,11.8704218693845,0,2.83870515188374,74.0733680504132,"HighUC"
26,1.3168040900452,0.679798429107797,0.168452981267948,21.5080602489881,4.8660151431147,89.2228771872705,23.3117297234641,5.66440241955701,0,0,0,1.92413245436649,5.70864986936091,9.27565825203832,994.772058636656,26.5723196306643,22.3001126052297,14.6513646670867,201.235008095434,0.443754211988913,81.8232903992905,4.4746,86.2978903992905,1.08252775021047,49.2492677196544,10.7540301244941,2.43300757155735,12.6179310889153,2.85432493468046,2.83220120977851,0,0,0.550889495297532,64.027350283291,12.7189473328348,0,2.9115028436523,79.657800459778,"HighUC"
27,1.31075290834814,0.6584020450226,0.169949607276949,21.9000720323587,5.9365521892439,96.2240297147027,25.0819374856886,5.7602392517094,0,0,0,1.96375507821764,5.62635061884297,10.0185955267585,988.810824068315,27.8882288452742,22.776683808072,15.127935869929,215.345008453748,0.446382179195597,87.325318229085,4.7331,92.058418229085,1.06955228032384,53.1213126207306,10.9500360161793,2.96827609462195,13.5228462819531,2.81317530942148,2.8801196258547,0,0,0.55091648234252,68.6516444280617,13.6305513490844,0,2.96076297537863,85.2429587525247,"HighUC"
28,1.29894591680641,0.65537645417407,0.16460051125565,22.1913029519391,7.00494209194941,103.203173489478,26.8442009622619,5.81750542499556,0,0,0,1.92913010221713,5.64628091437109,10.7602013858499,982.086901823715,29.1684812913699,23.2241668883476,15.5754189502047,229.303962120823,0.449097440441211,92.7578301026491,4.998,97.7558301026491,1.05946144111806,56.9816874376639,11.0956514759695,3.50247104597471,14.3866655322395,2.82314045718554,2.90875271249778,0,0,0.550936878712352,73.2149947623173,14.500691172676,0,2.99019778844772,90.705883723441,"HighUC"
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0.2,0.2,0,0,0,0.610698,0.610698,0,0,0,0,0,0,0,0,0,0.518497961925885,0,0,0,0,0,"HighT2"
6.7,0.523150179466907,0,0,0.43925963307914,0,0.731313817502921,0.234114690116412,0,0,0,0,0.528528166258529,0,0.0857763681592268,999.08221067713,0.756169597372656,3.70223608272972,3.17010481982152,1.84934441442867,0.367114590281059,1.27107142729157,0.739278,2.01034942729157,0.261575089733454,0.408545092831074,0.21962981653957,0,0.38132142818747,0,0,0,0,0.526435488059409,0.900953831569435,0.386123070672615,0,0,1.28707690224205,"HighT2"
7.7,0.172704754750337,-0.345921193661194,0,-0.447325709367513,5.63064006793013e-08,-0.720743274025557,-0.233613785417334,0.602910163329334,0.894941144505019,1.69188006738361,0.441261041315773,0.509968241181897,-0.459240101776066,-0.0866335397610313,550,2.04321559166931,5.72629457765873,4.97119420390819,5.52083459890443,0.372474095272252,1.01009393238184,0.874258,1.88435193238184,-0.0866082194554284,-0.403688406893294,-0.223662854683756,2.81532003396506e-08,0.138177227882282,-0.00898953023014648,0.301455081664667,0.447470572252509,0.845940033691805,0.532434541258506,-0.720884195167157,0.276354455764563,1.08150254211059,0.769895572226858,1.40686837493485,"HighT2"
8.7,0.662527430448661,0.0863523773751685,-0.0864802984152985,0.225381863648035,1.00538947804392e-07,0.644657882850425,0.174007970303886,0.297745694660189,0.785091749256209,1.50841871250728,0.35810902261951,0.558469211870638,0.544517112920333,0.0549972667540771,549.74724242564,3.361973281737,6.75745150342184,5.75962880501559,9.89187714452642,0.377636020823995,2.90689804866903,1.015638,3.92253604866903,0.331199754704266,0.349827574802251,0.112690931824018,5.02694739021962e-08,0.366238591087262,0.451313067769922,0.148872847330094,0.392545874628105,0.754209356253641,0.536968528130512,0.805313430718435,0.371588826841381,0.946329561709284,0.556578446173029,2.67981026544213,"HighT2"
9.7,0.839313698274424,0.331263715224331,0.0215880943437921,1.16348687131448,9.69114640022922e-08,2.72272917264266,0.777243230670716,0.542068012494722,0.688725798936287,1.34485124336312,0.290626318831824,0.871318920979075,1.09907203200772,0.265180006417079,250,5.01434071271817,7.7829689908308,6.78514629242456,16.0840434654351,0.382618057782124,5.47873360620585,1.163418,6.64215160620585,0.596082753921274,1.49395458952987,0.581743435657242,4.84557320011461e-08,0.824281075824896,0.69484917541977,0.271034006247361,0.344362899468144,0.67242562168156,0.540395241692348,2.7018821055574,0.833567733454905,0.829187124032836,0.632628019075539,4.99726498212068,"HighT2"
10.7,0.00669530649280073,-0.083691331160009,-0.0165158160465705,-0.232031873774246,-1.77884319842992e-08,-0.542988466207898,-0.155004072359772,1.40244968053449,1.82841441166401,4.39419005199321,0.992433132565874,0.0868827001293607,0.768546949169764,-0.0528843215109989,250,4.42908249077779,9.78064705700289,8.68595764007985,16.6710166317581,0.387434538943545,4.19824816685079,1.317598,5.51584616685079,-0.0467559203568894,-0.297936393859448,-0.116015936887123,-8.89421599214962e-09,-0.0340606861152054,0.880490040867819,0.701224840267243,0.914207205832005,2.1970950259966,0.542985096089009,-0.464828909717945,-0.0681213722304108,2.73101795457145,1.66066414339003,3.85873181601313,"HighT2"
