"Plot","Index age","Age","Stocking b4 thin","Stocking aft thin","MTH","Crown Lth","Volume b4 thin","Volume aft thin","BA b4 thin","BA aft thin","DBH b4 thin","DBH aft thin","Mean Height","Event"
"HighShortT1",26.5,18,270,,25.2347381432869,0,211.279866490746,,25.9392967235039,,34.9712711347262,,24.3647334043264,
"HighShortT1",26.5,19,270,,26.2770767884259,0,239.294672275746,,28.1857948546763,,36.4541908630762,,25.3711358905196,
"HighShortT1",26.5,20,270,,27.2615051269531,0,267.697037870629,,30.3635820572873,,37.8363141062318,,26.3216246131561,
"HighShortT1",26.5,21,270,,28.1900486026492,0,296.253470482847,,32.4658910531382,,39.1242462053264,,27.2181551858611,
"HighShortT1",26.5,22,270,,29.0648804155621,0,324.893928358423,,34.5026173046534,,40.3327969793648,,28.0628258844123,
"HighShortT1",26.5,23,270,,29.8882671645545,0,354.117233507962,,36.5397141032216,,41.50638329016,,28.8578251633405,
"HighShortT1",26.5,24,270,,30.6625255288456,0,383.627691321122,,38.5551016819839,,42.6356851237211,,29.605389830939,
"HighShortT1",26.5,25,270,,31.3899879035846,0,413.306809481088,,40.5455644747959,,43.7224002155414,,30.3077718696014,
"HighShortT1",26.5,26,270,,32.0729753180834,0,443.046947770219,,42.5084370196301,,44.7682263011139,,30.9672122877379,"M"
"HighShortT1",26.5,27,270,,32.7137762880755,0,472.751562228151,,44.441573900186,,45.7748611159318,,31.5910806890795,
"HighShortT1",26.5,28,268.889632805303,,33.3146305077859,0,501.288841922812,,46.2467833533562,,46.7916045917514,,32.1769270512101,
